央视,#genre#
江苏卫视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/jswshd/4000000/mnf.m3u8
东方卫视,http://183.207.255.197/live/program/live/hddfws/2300000/mnf.m3u8
东方卫视,http://39.134.66.110/PLTV/88888888/224/3221225865/index.m3u8
东方卫视,http://140.207.241.3:8080/live/program/live/hddfws/4000000/mnf.m3u8
东方卫视,http://59.44.10.113:9901/tsfile/live/1055_1.m3u8
东方卫视,http://39.134.66.66/PLTV/88888888/224/3221225672/index.m3u8
东方卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225658/index.m3u8
东方卫视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/hddfws/4000000/mnf.m3u8
广东卫视,http://39.134.66.110/PLTV/88888888/224/3221225966/index.m3u8
广东卫视,http://140.207.241.3:8080/live/program/live/gdwshd/4000000/mnf.m3u8
广东卫视,http://59.44.10.113:9901/tsfile/live/1022_1.m3u8
广东卫视,http://cm.wshls.homecdn.com/live/1bd69.m3u8
广东卫视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/gdwshd/4000000/mnf.m3u8
天津卫视,http://117.148.179.146/PLTV/88888888/224/3221228905/index.m3u8
天津卫视,http://39.134.66.110/PLTV/88888888/224/3221225878/index.m3u8
天津卫视,http://140.207.241.3:8080/live/program/live/tjwshd/4000000/mnf.m3u8
天津卫视,http://59.44.10.113:9901/tsfile/live/1011_1.m3u8
天津卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225739/index.m3u8
天津卫视,http://39.134.66.66/PLTV/88888888/224/3221225665/index.m3u8
山东卫视,http://117.148.179.137/PLTV/88888888/224/3221227909/index.m3u8
山东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225738/index.m3u8
山东卫视,http://140.207.241.3:8080/live/program/live/sdwshd/4000000/mnf.m3u8
山东卫视,http://59.44.10.113:9901/tsfile/live/1039_1.m3u8
山东卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225738/index.m3u8
山东卫视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/sdwshd/4000000/mnf.m3u8
湖北卫视,http://117.148.179.142/PLTV/88888888/224/3221231888/index.m3u8
湖北卫视,http://39.134.66.110/PLTV/88888888/224/3221225871/index.m3u8
湖北卫视,http://140.207.241.3:8080/live/program/live/hbwshd/4000000/mnf.m3u8
湖北卫视,http://39.134.66.66/PLTV/88888888/224/3221225569/index.m3u8
湖北卫视,http://59.44.10.113:9901/tsfile/live/1040_1.m3u8
安徽卫视,http://117.148.179.177/PLTV/88888888/224/3221230215/index.m3u8
安徽卫视,http://183.207.255.197/live/program/live/ahwshd/2300000/mnf.m3u8
安徽卫视,http://140.207.241.3:8080/live/program/live/ahwshd/4000000/mnf.m3u8
安徽卫视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/ahwshd/4000000/mnf.m3u8
安徽卫视,http://125.210.152.19:9090/live/hszx-ahtv-h264.m3u8
安徽卫视,http://183.207.249.15/PLTV/3/224/3221225634/index.m3u8
安徽卫视,http://59.44.10.113:9901/tsfile/live/1057_1.m3u8
四川卫视,http://117.148.179.142/PLTV/88888888/224/3221231885/index.m3u8
四川卫视,http://59.44.10.113:9901/tsfile/live/1067_1.m3u8
河北卫视,http://117.148.179.179/PLTV/88888888/224/3221231411/index.m3u8
河北卫视,http://59.44.10.113:9901/tsfile/live/1058_1.m3u8
河北卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225732/index.m3u8
贵州卫视,http://39.134.66.110/PLTV/88888888/224/3221225974/index.m3u8
贵州卫视,http://59.44.10.113:9901/tsfile/live/1065_1.m3u8
东南卫视,http://39.134.66.110/PLTV/88888888/224/3221225863/index.m3u8
东南卫视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/dnwshd/2300000/mnf.m3u8
青海卫视,http://117.148.179.151/PLTV/88888888/224/3221231435/index.m3u8
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=63cf437e1591689484
河南卫视,http://117.148.179.144/PLTV/88888888/224/3221231514/index.m3u8
河南卫视,http://39.134.66.110/PLTV/88888888/224/3221225988/index.m3u8
河南卫视,http://59.44.10.113:9901/tsfile/live/1059_1.m3u8
陕西卫视,http://117.148.179.156/PLTV/88888888/224/3221231408/index.m3u8
内蒙古卫视,http://117.148.179.151/PLTV/88888888/224/3221231478/index.m3u8
内蒙古卫视,http://39.134.66.66/PLTV/88888888/224/3221225577/index.m3u8
甘肃卫视,http://117.148.179.158/PLTV/88888888/224/3221231393/index.m3u8
新疆卫视,http://39.134.66.66/PLTV/88888888/224/3221225582/index.m3u8
厦门卫视,http://117.148.179.134/PLTV/88888888/224/3221229184/index.m3u8
广西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225731/index.m3u8
广西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225731/index.m3u8
吉林卫视,http://39.134.66.110/PLTV/88888888/224/3221225981/index.m3u8
吉林卫视,http://59.44.10.113:9901/tsfile/live/1060_1.m3u8
黑龙江卫视,http://39.134.66.110/PLTV/88888888/224/3221225985/index.m3u8
黑龙江卫视,http://59.44.10.113:9901/tsfile/live/1013_1.m3u8
晋江卫视,http://stream.jinjiang.tv/1/sd/live.m3u8

安徽卫视,http://39.135.32.236:6610/PLTV/77777777/224/3221225886/index.m3u8?
北京卫视,http://39.135.32.236:6610/PLTV/77777777/224/3221225651/index.m3u8?
东方卫视,http://39.135.32.236:6610/PLTV/77777777/224/3221225718/index.m3u8?
东南卫视,http://39.135.32.236:6610/PLTV/77777777/224/3221225696/index.m3u8?
广东卫视,http://39.135.32.236:6610/PLTV/77777777/224/3221225666/index.m3u8?
贵州卫视,http://39.135.32.236:6610/PLTV/77777777/224/3221225770/index.m3u8?
河北卫视,http://39.135.32.236:6610/PLTV/77777777/224/3221225773/index.m3u8?
河南卫视,http://39.135.32.236:6610/PLTV/77777777/224/3221225806/index.m3u8?
黑龙江卫视,http://39.135.32.236:6610/PLTV/77777777/224/3221225734/index.m3u8?
湖北卫视,http://39.135.32.236:6610/PLTV/77777777/224/3221225721/index.m3u8?
湖南卫视,http://39.135.32.236:6610/PLTV/77777777/224/3221225692/index.m3u8?
江苏卫视,http://39.135.32.236:6610/PLTV/77777777/224/3221225722/index.m3u8?
江西卫视,http://39.135.32.236:6610/PLTV/77777777/224/3221225669/index.m3u8?
辽宁卫视,http://39.135.32.236:6610/PLTV/77777777/224/3221225779/index.m3u8?
山东卫视,http://39.135.32.236:6610/PLTV/77777777/224/3221225672/index.m3u8?
深圳卫视,http://39.135.32.236:6610/PLTV/77777777/224/3221225725/index.m3u8?
天津卫视,http://39.135.32.236:6610/PLTV/77777777/224/3221225675/index.m3u8?
浙江卫视,http://39.135.32.236:6610/PLTV/77777777/224/3221225695/index.m3u8?
重庆卫视,http://39.135.32.236:6610/PLTV/77777777/224/3221225745/index.m3u8?
湖北卫视,http://111.20.33.93/PLTV/88888893/224/3221226194/index.m3u8
安徽卫视,http://111.20.33.93/PLTV/88888893/224/3221226196/index.m3u8
浙江卫视,http://111.20.33.93/PLTV/88888893/224/3221226199/index.m3u8
天津卫视,http://111.20.33.93/PLTV/88888893/224/3221226204/index.m3u8
深圳卫视,http://111.20.33.93/PLTV/88888893/224/3221226205/index.m3u8
重庆卫视,http://111.20.33.93/PLTV/88888893/224/3221226202/index.m3u8
辽宁卫视,http://111.20.33.93/PLTV/88888893/224/3221226210/index.m3u8
湖南卫视,http://111.20.33.93/PLTV/88888893/224/3221226211/index.m3u8
黑龙江卫视,http://111.20.33.93/PLTV/88888893/224/3221226215/index.m3u8
广东卫视,http://111.20.33.93/PLTV/88888893/224/3221226216/index.m3u8
东方卫视,http://111.20.33.93/PLTV/88888893/224/3221226217/index.m3u8
山东卫视,http://111.20.33.93/PLTV/88888893/224/3221226209/index.m3u8
北京卫视,http://111.20.33.93/PLTV/88888893/224/3221226222/index.m3u8
湖南卫视,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240130_1/encoder/0/playlist.m3u8?
北京卫视,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240129_1/encoder/0/playlist.m3u8?
江苏卫视,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240133_1/encoder/0/playlist.m3u8?
深圳卫视,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240132_1/encoder/0/playlist.m3u8?
浙江卫视,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240134_1/encoder/0/playlist.m3u8?
广东卫视,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240137_1/encoder/0/playlist.m3u8?
湖北卫视,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240135_1/encoder/0/playlist.m3u8?
天津卫视,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240136_1/encoder/0/playlist.m3u8?
东方卫视,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240242_1/encoder/0/playlist.m3u8?
山东卫视,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240254_1/encoder/0/playlist.m3u8?
辽宁卫视,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240255_1/encoder/0/playlist.m3u8?
安徽卫视,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240256_1/encoder/0/playlist.m3u8?
东南卫视,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240588_1/encoder/0/playlist.m3u8?
黑龙江卫视,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240131_1/encoder/0/playlist.m3u8?
金鹰纪实,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240303_1/encoder/0/playlist.m3u8?
河北卫视,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240317_1/encoder/0/playlist.m3u8?
贵州卫视,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240318_1/encoder/0/playlist.m3u8?
康巴卫视,http://scgctvshow.sctv.com/hdlive/kangbacea9011d928b7714a215/1.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-90fe76c52091/index.m3u8
兵团卫视,http://test5.btzx.com.cn/live/btxjbtws.stream/playlist.m3u8
三沙卫视,http://pull2.ssws.tv/live/SswsTV20210803.m3u8
湖南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225745/index.m3u8
浙江卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225744/index.m3u8
江苏卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225743/index.m3u8
东方卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225658/index.m3u8
山东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225738/index.m3u8
北京卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225673/index.m3u8
辽宁卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225735/index.m3u8
黑龙江卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225736/index.m3u8
广东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225742/index.m3u8
安徽卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225737/index.m3u8
深圳卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225741/index.m3u8
天津卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225739/index.m3u8
重庆卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225734/index.m3u8
东南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225657/index.m3u8
江西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225746/index.m3u8
冬奥纪实,http://39.134.115.163:8080/PLTV/88888910/224/3221225676/index.m3u8
河南卫视4k[3840*2160][3840*2160],http://218.29.135.2:4000/udp/225.1.4.254:1300


地方台,#genre#
东方影视,http://39.135.32.10:6610/000000001000/HD-4000k-1080P-dongfangstv/1.m3u8?IASHttpSessionId=OTT?zshangd
东方影视,http://183.207.255.188/live/program/live/dsjpdhd/4000000/mnf.m3u8?zshangd
欢笑剧场,http://183.207.255.188/live/program/live/hxjchd/4000000/mnf.m3u8?zshangd
都市剧场,http://183.207.255.188/live/program/live/dsjchd/4000000/mnf.m3u8?zshangd
法治天地,http://183.207.255.188/live/program/live/fztd/1300000/mnf.m3u8?zshangd
上海都市,http://183.207.255.188/live/program/live/ylpdhd/4000000/mnf.m3u8?zshangd#http://183.207.255.188/live/program/live/ylpdhd/4000000/mnf.m3u8
生活时尚,http://183.207.255.188/live/program/live/shsshd/4000000/mnf.m3u8?zshangd
全纪实,http://183.207.255.188/live/program/live/qjshd/4000000/mnf.m3u8?zshangd
动漫秀场,http://183.207.255.188/live/program/live/dmxchd/4000000/mnf.m3u8?zshangd
七彩戏剧,http://183.207.255.188/live/program/live/qcxj/1300000/mnf.m3u8?zshangd
东方财经,http://183.207.255.188/live/program/live/dfcj/1300000/mnf.m3u8?zshangd
哈哈炫动,http://183.207.255.188/live/program/live/hhxdhd/4000000/mnf.m3u8?zshangd#http://39.135.138.59:18890/PLTV/88888910/224/3221225720/index.m3u8#http://shbu.live.bestvcdn.com.cn:8080/live/program/live/hhxdhd/4000000/mnf.m3u8#http://39.135.32.24:6610/000000001000/1000000002000000172/1.m3u8?xtkg
上视外语,http://183.207.255.188/live/program/live/wypdhd/4000000/mnf.m3u8?zshangd
上海外语,http://183.207.255.188/live/program/live/wypdhd/4000000/mnf.m3u8#http://180.163.152.145/tencent-upcloud-live.bestvcdn.com.cn:8080/live/program/live/wypdhd/4000000/mnf.m3u8
法制天地,http://183.207.255.188/live/program/live/fztd/1300000/mnf.m3u8
浦东财经,http://183.207.255.188/live/program/live/dfcj/1300000/mnf.m3u8
七彩戏曲,http://183.207.255.188/live/program/live/qcxj/1300000/mnf.m3u8
新闻综合,http://180.163.152.145/keonline.shanghai.liveplay.qq.com/live/program/live/xwzhhd/4000000/mnf.m3u8
东方影视,http://183.207.255.188/live/program/live/dsjpdhd/4000000/mnf.m3u8
点掌财经,https://wsvideo.aniu.tv/live/aniu/playlist.m3u8#http://cclive2.aniu.tv/live/anzb.m3u8#http://cclive2.aniu.tv/live/anzb.m3u8?zguangd
第一财经,http://183.207.255.188/live/program/live/dycjhd/4000000/mnf.m3u8#http://140.207.241.3:8080/live/program/live/dycjhd/4000000/d1.m3u8?zshangd
SiTV东方财经,http://219.151.31.38/liveplay-kk.rtxapp.com/live/program/live/dfcj/1300000/mnf.m3u8
湖南,http://39.135.32.24:6610/000000001000/1000000001000009115/1.m3u8?xtkg?zhund
金鹰纪实,http://39.135.32.24:6610/000000001000/1000000002000011724/1.m3u8?xtkg?zhund#http://124.232.231.246:6610/000000001001/201600020008/index.m3u8?A=&IASHttpSessionId=OTT?zhund#http://39.135.32.10:6610/000000001000/SD-4000k-576P-jinyingjs/1.m3u8?IASHttpSessionId=OTT?zhund#http://39.135.138.58:18890/PLTV/88888888/224/3221226198/index.m3u8?zhund#http://39.135.138.58:18890/ysten-businessmobile/live/SD-4000k-576P-jinyingjs/1.m3u8?zhund#http://124.232.231.246:6610/000000001001/201600010008/index.m3u8?A=&IASHttpSessionId=OTT?zhund
湖南国际,http://124.232.231.246:6610/000000001001/201600010001/index.m3u8?A=&IASHttpSessionId=OTT?zhund#http://124.232.231.246:6610/000000001001/201600020001/index.m3u8?A=&IASHttpSessionId=OTT?zhund#http://223.151.51.27:85/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
湖南经视,http://124.232.231.246:6610/000000001001/201600010002/index.m3u8?A=&IASHttpSessionId=OTT?zhund#http://124.232.231.246:6610/000000001001/201600020002/index.m3u8?A=&IASHttpSessionId=OTT?zhund#http://223.151.51.27:85/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0#http://124.232.231.246:8088/000000001001/201600020002/index.m3u8?
湖南电视剧,http://124.232.231.246:6610/000000001001/201600010006/index.m3u8?A=&IASHttpSessionId=OTT?zhund#http://124.232.231.246:6610/000000001001/201600020006/index.m3u8?A=&IASHttpSessionId=OTT?zhund#http://223.151.51.27:85/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0#http://124.232.231.246:8088/000000001001/201600020006/index.m3u8?
湖南娱乐,http://124.232.231.246:6610/000000001001/201600010004/index.m3u8?A=&IASHttpSessionId=OTT?zhund#http://124.232.231.246:6610/000000001001/201600020004/index.m3u8?A=&IASHttpSessionId=OTT?zhund#http://223.151.51.27:85/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0#http://124.232.231.246:8088/000000001001/201600020004/index.m3u8?
湖南公共,http://124.232.231.246:6610/000000001001/201600010007/index.m3u8?A=&IASHttpSessionId=OTT?zhund#http://124.232.231.246:6610/000000001001/201600020007/index.m3u8?A=&IASHttpSessionId=OTT?zhund#http://223.151.51.27:85/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0#http://124.232.231.246:8088/000000001001/201600020007/index.m3u8?
湖南都市,http://124.232.231.246:6610/000000001001/201600010003/index.m3u8?A=&IASHttpSessionId=OTT?zhund#http://124.232.231.246:6610/000000001001/201600020003/index.m3u8?A=&IASHttpSessionId=OTT?zhund#http://223.151.51.27:85/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
湖南电影,http://124.232.231.246:6610/000000001001/201600020005/index.m3u8?A=&IASHttpSessionId=OTT?zhund#http://124.232.231.246:6610/000000001001/201600010005/index.m3u8?A=&IASHttpSessionId=OTT?zhund#http://fms.yyrtv.com:82/hls-live/livepkgr/_definst_/liveevent/hndy210130.m3u8?zhund#http://223.151.51.27:85/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0#http://124.232.231.246:8088/000000001001/201600020005/index.m3u8?
湖南教育,http://pull.hnedutv.com/live/hnedutv1206.m3u8?zhund
湘潭新闻综合,http://live.hnxttv.com:9601/live/xwzh/800K/tzwj_video.m3u8?zhund
湘潭公共频道,http://live.hnxttv.com:9601/live/dspd/800K/tzwj_video.m3u8?zhund
娄底综合频道,http://119.39.242.52:1935/live/zonghe/playlist.m3u8?zhund#http://mms.ldntv.cn:1935/live/_definst_/zonghe/playlist.m3u8?zhund
益阳新闻综合,http://fms.yyrtv.com:82/hls-live/livepkgr/_definst_/liveevent/yyrtvxwhd210130.m3u8?zhund
益阳教育频道,http://fms.yyrtv.com:82/hls-live/livepkgr/_definst_/liveevent/yyrtvjy210130.m3u8?zhund
益阳公共频道,http://fms.yyrtv.com:82/hls-live/livepkgr/_definst_/liveevent/yyrtvgg210130.m3u8?zhund
湘潭县综合,http://21084.liveplay.myqcloud.com/live/21084_13241b8296ee11e892905cb9018cf0d4.m3u8?
zhund#http://21084.liveplay.myqcloud.com/live/21084_13241b8296ee11e892905cb9018cf0d4.m3u8
湖南教育台,http://223.151.51.27:85/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0
安乡新闻,http://liveplay.rednet.cn/live/anxiang_tv_jhge13.m3u8
保靖时政,http://liveplay.rednet.cn/live/baojing_hgs24f.m3u8
衡东综合,http://play-dgv-xhncloud.voc.com.cn/live/5243_FuchqK.m3u8
衡阳新闻,http://play-dgv-xhncloud.voc.com.cn/live/5243_ImycEv.m3u8#http://hnhs.chinashadt.com:1936/hnhs/tv5.stream/playlist.m3u8
醴陵综合,http://liveplay.rednet.cn/live/21084_145ba4ee9f0511e992905cb9018cf0d4.m3u8
浙江,http://39.135.32.10:6610/000000001000/HD-4000k-1080P-zhejiangstv/1.m3u8?IASHttpSessionId=OTT?zzhed
浙江钱江都市,http://hw-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8?zzhed#http://yd-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8?zzhed#http://hw-m-l.cztv.com/channels/lantian/channel02/720p.m3u8?zzhed#http://hw-m-l.cztv.com/channels/lantian/channel02/360p.m3u8?zzhed
浙江经济生活,http://hw-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8?zzhed#http://yd-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8?zzhed#http://hw-m-l.cztv.com/channels/lantian/channel03/720p.m3u8?zzhed#http://hw-m-l.cztv.com/channels/lantian/channel03/360p.m3u8?zzhed#http://hw-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江教科影院,http://hw-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8?zzhed#http://yd-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8?zzhed#http://hw-m-l.cztv.com/channels/lantian/channel04/720p.m3u8?zzhed#http://hw-m-l.cztv.com/channels/lantian/channel04/360p.m3u8?zzhed
浙江民生休闲,http://hw-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8?zzhed#http://yd-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8?zzhed#http://hw-m-l.cztv.com/channels/lantian/channel06/720p.m3u8?zzhed#http://hw-m-l.cztv.com/channels/lantian/channel06/360p.m3u8?zzhed#http://hw-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江新闻,http://hw-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8?zzhed#http://yd-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8?zzhed#http://hw-m-l.cztv.com/channels/lantian/channel07/720p.m3u8?zzhed#http://hw-m-l.cztv.com/channels/lantian/channel07/360p.m3u8?zzhed
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8?zzhed#http://yd-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8?zzhed#http://hw-m-l.cztv.com/channels/lantian/channel08/720p.m3u8?zzhed#http://hw-m-l.cztv.com/channels/lantian/channel08/360p.m3u8?zzhed#http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8?k=1a7559a51eeb880b021619a07f463ac4&t=1577153787
浙江国际,http://hw-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8?zzhed#http://yd-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8?zzhed#http://hw-m-l.cztv.com/channels/lantian/channel10/720p.m3u8?zzhed#http://hw-m-l.cztv.com/channels/lantian/channel10/360p.m3u8?zzhed
余杭综合频道,http://l.cztvcloud.com/channels/lantian/SXyuhang1/720p.m3u8?zzhed
余杭未来E频道,http://l.cztvcloud.com/channels/lantian/SXyuhang3/720p.m3u8?zzhed
余姚新闻综合,http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8?zzhed
余姚姚江文化,http://l.cztvcloud.com/channels/lantian/SXyuyao3/720p.m3u8?zzhed
象山新闻综合,http://l.cztvcloud.com/channels/lantian/SXxiangshan1/720p.m3u8?zzhed
普陀新闻综合,http://l.cztvcloud.com/channels/lantian/SXputuo1/720p.m3u8?zzhed
镇海先锋影院,http://pluslive.zhxww.net/channel2/sd/live.m3u8?zzhed
鄞州一套,http://pili-publish.yzxw.newaircloud.com/newaircloud-yzxw/yzxw_20190925090843.m3u8?zzhed
鄞州二套,http://pili-publish.yzxw.newaircloud.com/newaircloud-yzxw/yzxw_20190925090936.m3u8?zzhed
北仑电视台,http://play-sh.quklive.com/live/1626327731714170.m3u8?zzhed#http://play-sh.quklive.com/live/1626327731714170.m3u8



舞曲,#genre#
韩国动感舞曲1,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgr-2n9AUoqsakNg.mp4
韩国动感舞曲2,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgz-qc4gUo4vj-tQY.mp4

韩国DJ Soda Remix 2021 电音,https://vd3.bdstatic.com/mda-mev3hw0htz28h5wn/1080p/cae_h264/1622343504467773766/mda-mev3hw0htz28h5wn.mp4
韩国歌团001,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240095359203.mp4
韩国歌团002,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239978750464.mp4
韩国歌团003,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239858729476.mp4
韩国歌团004,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239755956819.mp4
韩国歌团005,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239987758613.mp4
韩国歌团006,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239880949246.mp4
韩国歌团007,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239903717006.mp4
韩国歌团008,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239903321355.mp4
韩国歌团009,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239799872402.mp4
韩国歌团010,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239799088974.mp4
韩国歌团011,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240024786285.mp4
韩国歌团012,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240142715042.mp4
韩国歌团013,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240025046562.mp4
韩国歌团014,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240145171654.mp4
韩国歌团015,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240147051191.mp4
韩国歌团016,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239805200933.mp4
韩国歌团017,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239910253332.mp4
韩国歌团018,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239806164759.mp4
韩国歌团019,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239807872136.mp4
韩国歌团020,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240032526123.mp4
韩国太妍01,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240162304531.mp4
韩国太妍02,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240167997205.mp4
韩国太妍03,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240059400880.mp4
韩国太妍04,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240407847242.mp4
韩国太妍05,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240062596020.mp4
韩国太妍06,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240170661907.mp4
韩国太妍07,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240411259014.mp4
韩国太妍08,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240174309994.mp4
韩国太妍09,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240175225325.mp4
韩国太妍10,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240066736888.mp4
韩国太妍11,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240175161903.mp4
韩国太妍12,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240295526170.mp4
韩国太妍13,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240295818399.mp4
韩国太妍14,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240177321736.mp4
韩国太妍15,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240177941288.mp4
韩国太妍16,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240070652257.mp4
韩国太妍17,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240298266546.mp4
韩国太妍18,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240070884570.mp4
韩国太妍19,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240298694512.mp4
韩国太妍20,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240418087243.mp4
韩国太妍21,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240299394846.mp4
韩国太妍22,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240181409471.mp4
韩国太妍23,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240182993056.mp4
